Name,ori,intensity
cistrome_ets1_37927_seq111_0,o1,1250.41860465116
cistrome_ets1_37927_seq111_0,o2,27744.7351351351
cistrome_ets1_37927_seq111_0,o2,28721.0558375635
cistrome_ets1_37927_seq111_0,o2,47831.6235294118
cistrome_ets1_37927_seq111_1,o1,144.405797101449
cistrome_ets1_37927_seq111_1,o1,164.050955414013
cistrome_ets1_37927_seq111_1,o1,151.681818181818
cistrome_ets1_37927_seq111_1,o2,183.87460815047
cistrome_ets1_37927_seq111_1,o2,143.238095238095
cistrome_ets1_37927_seq111_1,o2,137.866666666667
cistrome_ets1_37927_seq1155,o1,1675.41176470588
cistrome_ets1_37927_seq1155,o1,949.263768115942
cistrome_ets1_37927_seq1155,o1,1985.39393939394
cistrome_ets1_37927_seq1155,o2,5503.45263157895
cistrome_ets1_37927_seq1155,o2,6526.54028436019
cistrome_ets1_37927_seq1155,o2,5780.56880733945
cistrome_ets1_37927_seq117,o1,583.560693641619
cistrome_ets1_37927_seq117,o1,519.238095238095
cistrome_ets1_37927_seq117,o1,418.938271604938
cistrome_ets1_37927_seq117,o2,1132.7
cistrome_ets1_37927_seq117,o2,1251.0895140665
cistrome_ets1_37927_seq117,o2,1646.57718120805
cistrome_ets1_37927_seq1195,o1,142.843137254902
cistrome_ets1_37927_seq1195,o1,205.333333333333
cistrome_ets1_37927_seq1195,o1,189.616045845272
cistrome_ets1_37927_seq1195,o2,628.827586206897
cistrome_ets1_37927_seq1195,o2,682.329411764706
cistrome_ets1_37927_seq1195,o2,638.028328611898
cistrome_ets1_37927_seq120,o1,495.352697095436
cistrome_ets1_37927_seq120,o1,589.339130434783
cistrome_ets1_37927_seq120,o1,850.622950819672
cistrome_ets1_37927_seq120,o2,21169.8231292517
cistrome_ets1_37927_seq120,o2,16859.027027027
cistrome_ets1_37927_seq120,o2,13145.2134831461
cistrome_ets1_37927_seq1345,o1,204.30612244898
cistrome_ets1_37927_seq1345,o1,290.657894736842
cistrome_ets1_37927_seq1345,o1,310.2
cistrome_ets1_37927_seq1345,o2,398.689655172414
cistrome_ets1_37927_seq1345,o2,394.714932126697
cistrome_ets1_37927_seq1345,o2,343.889807162534
cistrome_ets1_37927_seq134_0,o1,7363.66315789474
cistrome_ets1_37927_seq134_0,o1,5790.18994413408
cistrome_ets1_37927_seq134_0,o1,5818.35897435897
cistrome_ets1_37927_seq134_0,o2,9497.44502617801
cistrome_ets1_37927_seq134_0,o2,9422.51497005988
cistrome_ets1_37927_seq134_0,o2,12439.5144508671
cistrome_ets1_37927_seq134_1,o1,846.0
cistrome_ets1_37927_seq134_1,o1,727.610810810811
cistrome_ets1_37927_seq134_1,o1,925.452380952381
cistrome_ets1_37927_seq134_1,o2,1254.38655462185
cistrome_ets1_37927_seq134_1,o2,1501.69325153374
cistrome_ets1_37927_seq134_1,o2,1450.81578947368
cistrome_ets1_37927_seq136,o1,196.46
cistrome_ets1_37927_seq136,o1,192.272727272727
cistrome_ets1_37927_seq136,o1,200.533333333333
cistrome_ets1_37927_seq136,o2,1379.0487804878
cistrome_ets1_37927_seq136,o2,1344.32876712329
cistrome_ets1_37927_seq136,o2,1998.73684210526
cistrome_ets1_37927_seq1379,o1,5583.8672985782
cistrome_ets1_37927_seq1379,o1,4766.64179104478
cistrome_ets1_37927_seq1379,o1,2461.71428571429
cistrome_ets1_37927_seq1379,o2,205.378151260504
cistrome_ets1_37927_seq1379,o2,236.093023255814
cistrome_ets1_37927_seq1379,o2,239.185750636132
cistrome_ets1_37927_seq1382,o1,264.095238095238
cistrome_ets1_37927_seq1382,o1,261.565217391304
cistrome_ets1_37927_seq1382,o1,504.751515151515
cistrome_ets1_37927_seq1382,o2,14041.8342541436
cistrome_ets1_37927_seq1382,o2,14177.690851735
cistrome_ets1_37927_seq1382,o2,14829.8823529412
cistrome_ets1_37927_seq139,o1,160.832369942197
cistrome_ets1_37927_seq139,o1,183.329192546584
cistrome_ets1_37927_seq139,o1,190.603878116344
cistrome_ets1_37927_seq139,o2,617.313432835821
cistrome_ets1_37927_seq139,o2,816.19512195122
cistrome_ets1_37927_seq139,o2,807.841584158416
cistrome_ets1_37927_seq140,o1,140.768472906404
cistrome_ets1_37927_seq140,o1,178.842406876791
cistrome_ets1_37927_seq140,o1,240.167539267016
cistrome_ets1_37927_seq140,o2,2545.74117647059
cistrome_ets1_37927_seq140,o2,1744.79790026247
cistrome_ets1_37927_seq140,o2,2080.23668639053
cistrome_ets1_37927_seq142,o1,3840.0396039604
cistrome_ets1_37927_seq142,o1,2477.26748971193
cistrome_ets1_37927_seq142,o1,4280.18879056047
cistrome_ets1_37927_seq142,o2,4971.04294478528
cistrome_ets1_37927_seq142,o2,3826.80203045685
cistrome_ets1_37927_seq142,o2,3511.57142857143
cistrome_ets1_37927_seq149_0,o1,18264.125984252
cistrome_ets1_37927_seq149_0,o1,13608.4654545455
cistrome_ets1_37927_seq149_0,o1,31376.512195122
cistrome_ets1_37927_seq149_0,o2,52454.3949044586
cistrome_ets1_37927_seq149_0,o2,58218.1744966443
cistrome_ets1_37927_seq149_0,o2,48780.1409214092
cistrome_ets1_37927_seq149_1,o1,265.516587677725
cistrome_ets1_37927_seq149_1,o1,258.134715025907
cistrome_ets1_37927_seq149_1,o1,354.85
cistrome_ets1_37927_seq149_1,o2,2371.69230769231
cistrome_ets1_37927_seq149_1,o2,1225.42802303263
cistrome_ets1_37927_seq149_1,o2,2451.4701986755
cistrome_ets1_37927_seq151,o1,3417.53513513514
cistrome_ets1_37927_seq151,o1,3930.90909090909
cistrome_ets1_37927_seq151,o1,1240.47863247863
cistrome_ets1_37927_seq151,o2,1365.6404494382
cistrome_ets1_37927_seq151,o2,1134.56359102244
cistrome_ets1_37927_seq151,o2,1779.51724137931
cistrome_ets1_37927_seq154,o1,177.589576547231
cistrome_ets1_37927_seq154,o1,133.934640522876
cistrome_ets1_37927_seq154,o1,172.819875776398
cistrome_ets1_37927_seq154,o2,376.0
cistrome_ets1_37927_seq154,o2,284.021505376344
cistrome_ets1_37927_seq154,o2,348.782841823056
cistrome_ets1_37927_seq155,o1,514.579945799458
cistrome_ets1_37927_seq155,o1,722.55421686747
cistrome_ets1_37927_seq155,o1,642.144578313253
cistrome_ets1_37927_seq155,o2,17127.2585365854
cistrome_ets1_37927_seq155,o2,21651.8830409357
cistrome_ets1_37927_seq155,o2,35894.2133333333
cistrome_ets1_37927_seq166,o1,1357.89130434783
cistrome_ets1_37927_seq166,o1,1255.45762711864
cistrome_ets1_37927_seq166,o1,1106.87640449438
cistrome_ets1_37927_seq166,o2,1465.17994100295
cistrome_ets1_37927_seq166,o2,1108.90158730159
cistrome_ets1_37927_seq166,o2,893.655813953488
cistrome_ets1_37927_seq17,o1,2714.53658536585
cistrome_ets1_37927_seq17,o1,2549.82035928144
cistrome_ets1_37927_seq17,o1,2100.9
cistrome_ets1_37927_seq17,o2,1712.68899521531
cistrome_ets1_37927_seq17,o2,4075.30044843049
cistrome_ets1_37927_seq17,o2,7176.07058823529
cistrome_ets1_37927_seq175_0,o1,2438.47058823529
cistrome_ets1_37927_seq175_0,o1,2319.56446991404
cistrome_ets1_37927_seq175_0,o1,2697.0
cistrome_ets1_37927_seq175_0,o2,2384.78287461774
cistrome_ets1_37927_seq175_0,o2,1253.04783599089
cistrome_ets1_37927_seq175_0,o2,1535.80911062907
cistrome_ets1_37927_seq175_1,o1,1825.75124378109
cistrome_ets1_37927_seq175_1,o1,1831.55828220859
cistrome_ets1_37927_seq175_1,o1,2603.68674698795
cistrome_ets1_37927_seq175_1,o2,176.691729323308
cistrome_ets1_37927_seq175_1,o2,323.958477508651
cistrome_ets1_37927_seq175_1,o2,187.137614678899
cistrome_ets1_37927_seq176_0,o1,10225.7254901961
cistrome_ets1_37927_seq176_0,o1,5853.25373134328
cistrome_ets1_37927_seq176_0,o1,6186.49655172414
cistrome_ets1_37927_seq176_0,o2,686.22454308094
cistrome_ets1_37927_seq176_0,o2,444.933333333333
cistrome_ets1_37927_seq176_0,o2,625.170149253731
cistrome_ets1_37927_seq176_1,o1,110.936936936937
cistrome_ets1_37927_seq176_1,o1,134.974358974359
cistrome_ets1_37927_seq176_1,o1,228.065573770492
cistrome_ets1_37927_seq176_1,o2,1363.95141700405
cistrome_ets1_37927_seq176_1,o2,2041.42408376963
cistrome_ets1_37927_seq176_1,o2,1960.49864498645
cistrome_ets1_37927_seq177,o1,91.1224489795918
cistrome_ets1_37927_seq177,o1,127.209580838323
cistrome_ets1_37927_seq177,o1,98.1592920353982
cistrome_ets1_37927_seq177,o2,191.222857142857
cistrome_ets1_37927_seq177,o2,123.226890756303
cistrome_ets1_37927_seq177,o2,104.742857142857
cistrome_ets1_37927_seq179_0,o1,1270.97005988024
cistrome_ets1_37927_seq179_0,o1,474.191082802548
cistrome_ets1_37927_seq179_0,o1,1058.54777070064
cistrome_ets1_37927_seq179_0,o2,172.112676056338
cistrome_ets1_37927_seq179_0,o2,144.375690607735
cistrome_ets1_37927_seq179_0,o2,182.689265536723
cistrome_ets1_37927_seq179_1,o1,6383.35632183908
cistrome_ets1_37927_seq179_1,o1,9791.85542168675
cistrome_ets1_37927_seq179_1,o1,7813.51020408163
cistrome_ets1_37927_seq179_1,o2,19335.575596817
cistrome_ets1_37927_seq179_1,o2,18785.2134831461
cistrome_ets1_37927_seq179_1,o2,14384.0583941606
cistrome_ets1_37927_seq18,o1,549.045454545455
cistrome_ets1_37927_seq18,o1,482.078212290503
cistrome_ets1_37927_seq18,o1,678.227848101266
cistrome_ets1_37927_seq18,o2,1916.80423280423
cistrome_ets1_37927_seq18,o2,872.535885167464
cistrome_ets1_37927_seq18,o2,1295.21153846154
cistrome_ets1_37927_seq180,o1,6491.75510204082
cistrome_ets1_37927_seq180,o1,6549.67741935484
cistrome_ets1_37927_seq180,o1,5515.27360774818
cistrome_ets1_37927_seq180,o2,10140.25
cistrome_ets1_37927_seq180,o2,8179.11904761905
cistrome_ets1_37927_seq180,o2,6360.81105990783
cistrome_ets1_37927_seq181,o1,4169.87387387387
cistrome_ets1_37927_seq181,o1,2151.77543859649
cistrome_ets1_37927_seq181,o1,3048.28571428571
cistrome_ets1_37927_seq181,o2,215.445255474453
cistrome_ets1_37927_seq181,o2,143.715555555556
cistrome_ets1_37927_seq181,o2,172.725
cistrome_ets1_37927_seq188,o1,1325.4
cistrome_ets1_37927_seq188,o1,1372.65066666667
cistrome_ets1_37927_seq188,o1,1101.41414141414
cistrome_ets1_37927_seq188,o2,392.0
cistrome_ets1_37927_seq188,o2,309.254437869822
cistrome_ets1_37927_seq188,o2,391.855421686747
cistrome_ets1_37927_seq19,o1,22866.3350253807
cistrome_ets1_37927_seq19,o1,45286.2658959538
cistrome_ets1_37927_seq19,o1,41533.9251336898
cistrome_ets1_37927_seq19,o2,1036.31147540984
cistrome_ets1_37927_seq19,o2,1353.37003058104
cistrome_ets1_37927_seq19,o2,999.57495256167
cistrome_ets1_37927_seq192,o1,250.666666666667
cistrome_ets1_37927_seq192,o1,171.740540540541
cistrome_ets1_37927_seq192,o1,235.0
cistrome_ets1_37927_seq192,o2,539.052132701422
cistrome_ets1_37927_seq192,o2,506.652519893899
cistrome_ets1_37927_seq192,o2,415.309090909091
cistrome_ets1_37927_seq2,o1,329.824561403509
cistrome_ets1_37927_seq2,o1,384.899408284024
cistrome_ets1_37927_seq2,o1,284.165898617512
cistrome_ets1_37927_seq2,o2,451.632183908046
cistrome_ets1_37927_seq2,o2,412.751879699248
cistrome_ets1_37927_seq2,o2,427.654952076677
cistrome_ets1_37927_seq202,o1,346.402332361516
cistrome_ets1_37927_seq202,o1,192.543806646526
cistrome_ets1_37927_seq202,o1,343.304347826087
cistrome_ets1_37927_seq202,o2,12483.0192307692
cistrome_ets1_37927_seq202,o2,20043.3066666667
cistrome_ets1_37927_seq202,o2,13420.8764044944
cistrome_ets1_37927_seq204,o1,10715.0552763819
cistrome_ets1_37927_seq204,o1,4915.00552486188
cistrome_ets1_37927_seq204,o1,13816.9782608696
cistrome_ets1_37927_seq204,o2,10397.5510204082
cistrome_ets1_37927_seq204,o2,5752.37752808989
cistrome_ets1_37927_seq204,o2,8777.19431279621
cistrome_ets1_37927_seq21,o1,250.666666666667
cistrome_ets1_37927_seq21,o1,212.473372781065
cistrome_ets1_37927_seq21,o1,208.374384236453
cistrome_ets1_37927_seq21,o2,3703.09189189189
cistrome_ets1_37927_seq21,o2,3556.42603550296
cistrome_ets1_37927_seq21,o2,3104.18604651163
cistrome_ets1_37927_seq214,o1,1494.48101265823
cistrome_ets1_37927_seq214,o1,887.36
cistrome_ets1_37927_seq214,o1,1174.70807453416
cistrome_ets1_37927_seq214,o2,6571.91977077364
cistrome_ets1_37927_seq214,o2,5970.14634146341
cistrome_ets1_37927_seq214,o2,6843.2
cistrome_ets1_37927_seq215,o1,182.0
cistrome_ets1_37927_seq215,o1,158.827586206897
cistrome_ets1_37927_seq215,o1,148.163568773234
cistrome_ets1_37927_seq215,o2,419.813559322034
cistrome_ets1_37927_seq215,o2,537.822784810127
cistrome_ets1_37927_seq215,o2,472.0
cistrome_ets1_37927_seq216,o1,754.148571428571
cistrome_ets1_37927_seq216,o1,555.655352480418
cistrome_ets1_37927_seq216,o1,601.057692307692
cistrome_ets1_37927_seq216,o2,1068.18181818182
cistrome_ets1_37927_seq216,o2,996.4
cistrome_ets1_37927_seq216,o2,704.718562874251
cistrome_ets1_37927_seq218,o1,1793.09433962264
cistrome_ets1_37927_seq218,o1,2235.45355191257
cistrome_ets1_37927_seq218,o1,1608.22797927461
cistrome_ets1_37927_seq218,o2,3729.86759581882
cistrome_ets1_37927_seq218,o2,2931.78378378378
cistrome_ets1_37927_seq218,o2,2323.66066838046
cistrome_ets1_37927_seq221,o1,14535.8606965174
cistrome_ets1_37927_seq221,o1,10304.4324324324
cistrome_ets1_37927_seq221,o1,10952.3177570093
cistrome_ets1_37927_seq221,o2,6536.05194805195
cistrome_ets1_37927_seq221,o2,4873.68527918782
cistrome_ets1_37927_seq221,o2,5041.49367088608
cistrome_ets1_37927_seq229,o1,269.497536945813
cistrome_ets1_37927_seq229,o1,219.751111111111
cistrome_ets1_37927_seq229,o1,322.0
cistrome_ets1_37927_seq229,o2,5654.46153846154
cistrome_ets1_37927_seq229,o2,5428.8938547486
cistrome_ets1_37927_seq229,o2,3205.4
cistrome_ets1_37927_seq240,o1,1454.65
cistrome_ets1_37927_seq240,o1,748.0
cistrome_ets1_37927_seq240,o1,997.418719211823
cistrome_ets1_37927_seq240,o2,788.108559498956
cistrome_ets1_37927_seq240,o2,961.417721518987
cistrome_ets1_37927_seq240,o2,818.238341968912
cistrome_ets1_37927_seq248,o1,190.82
cistrome_ets1_37927_seq248,o1,191.204545454545
cistrome_ets1_37927_seq248,o1,196.8125
cistrome_ets1_37927_seq248,o2,570.714285714286
cistrome_ets1_37927_seq248,o2,713.724550898204
cistrome_ets1_37927_seq248,o2,630.453172205438
cistrome_ets1_37927_seq249,o1,36178.9411764706
cistrome_ets1_37927_seq249,o1,52911.1954022989
cistrome_ets1_37927_seq249,o1,60138.452722063
cistrome_ets1_37927_seq249,o2,33564.8476821192
cistrome_ets1_37927_seq249,o2,46182.6524064171
cistrome_ets1_37927_seq249,o2,64149.9694189602
cistrome_ets1_37927_seq256,o1,1800.71565495208
cistrome_ets1_37927_seq256,o1,1393.51658767773
cistrome_ets1_37927_seq256,o1,2094.69486404834
cistrome_ets1_37927_seq256,o2,112.8
cistrome_ets1_37927_seq256,o2,153.710691823899
cistrome_ets1_37927_seq256,o2,166.219512195122
cistrome_ets1_37927_seq266,o1,24025.5454545455
cistrome_ets1_37927_seq266,o1,18780.7956989247
cistrome_ets1_37927_seq266,o1,26287.7055214724
cistrome_ets1_37927_seq266,o2,604.155339805825
cistrome_ets1_37927_seq266,o2,758.354929577465
cistrome_ets1_37927_seq266,o2,821.039548022599
cistrome_ets1_37927_seq280_0,o1,4551.06493506493
cistrome_ets1_37927_seq280_0,o1,2482.21978021978
cistrome_ets1_37927_seq280_0,o1,7254.78571428571
cistrome_ets1_37927_seq280_0,o2,82105.0833333333
cistrome_ets1_37927_seq280_0,o2,87798.4802110818
cistrome_ets1_37927_seq280_0,o2,70301.66
cistrome_ets1_37927_seq280_1,o1,2433.46312684366
cistrome_ets1_37927_seq280_1,o1,1106.95863746959
cistrome_ets1_37927_seq280_1,o1,1512.72164948454
cistrome_ets1_37927_seq280_1,o2,692.739130434783
cistrome_ets1_37927_seq280_1,o2,822.0
cistrome_ets1_37927_seq280_1,o2,536.1261829653
cistrome_ets1_37927_seq285,o1,258.193211488251
cistrome_ets1_37927_seq285,o1,245.217391304348
cistrome_ets1_37927_seq285,o1,251.892420537897
cistrome_ets1_37927_seq285,o2,212.850574712644
cistrome_ets1_37927_seq285,o2,198.82722513089
cistrome_ets1_37927_seq285,o2,187.479224376731
cistrome_ets1_37927_seq29,o1,810.099125364431
cistrome_ets1_37927_seq29,o1,693.184357541899
cistrome_ets1_37927_seq29,o1,761.4
cistrome_ets1_37927_seq29,o2,23092.8662420382
cistrome_ets1_37927_seq29,o2,17407.0909090909
cistrome_ets1_37927_seq29,o2,21456.9478672986
cistrome_ets1_37927_seq295,o1,4506.36
cistrome_ets1_37927_seq295,o1,5271.39325842697
cistrome_ets1_37927_seq295,o1,5523.74373259053
cistrome_ets1_37927_seq295,o2,9767.98104265403
cistrome_ets1_37927_seq295,o2,8590.23180592992
cistrome_ets1_37927_seq295,o2,7764.4
cistrome_ets1_37927_seq3,o1,5360.51336898396
cistrome_ets1_37927_seq3,o1,4120.80808080808
cistrome_ets1_37927_seq3,o1,6942.52559726962
cistrome_ets1_37927_seq3,o2,16780.901734104
cistrome_ets1_37927_seq3,o2,22687.2095808383
cistrome_ets1_37927_seq3,o2,18201.8902953587
cistrome_ets1_37927_seq300,o1,3321.51289398281
cistrome_ets1_37927_seq300,o1,4865.39890710382
cistrome_ets1_37927_seq300,o1,4753.71428571429
cistrome_ets1_37927_seq300,o2,149.482926829268
cistrome_ets1_37927_seq300,o2,239.947368421053
cistrome_ets1_37927_seq300,o2,117.126984126984
cistrome_ets1_37927_seq301,o1,16087.5903614458
cistrome_ets1_37927_seq301,o1,12984.6097560976
cistrome_ets1_37927_seq301,o1,10960.206185567
cistrome_ets1_37927_seq301,o2,50144.8222222222
cistrome_ets1_37927_seq301,o2,56465.0314465409
cistrome_ets1_37927_seq301,o2,45913.4408602151
cistrome_ets1_37927_seq309,o1,10051.1219512195
cistrome_ets1_37927_seq309,o1,13545.0602409639
cistrome_ets1_37927_seq309,o1,6300.82403433476
cistrome_ets1_37927_seq309,o2,4646.28571428571
cistrome_ets1_37927_seq309,o2,7385.40909090909
cistrome_ets1_37927_seq309,o2,7224.91139240506
cistrome_ets1_37927_seq31,o1,509.166666666667
cistrome_ets1_37927_seq31,o1,254.828125
cistrome_ets1_37927_seq31,o1,319.458646616541
cistrome_ets1_37927_seq31,o2,660.195329087049
cistrome_ets1_37927_seq31,o2,916.229885057471
cistrome_ets1_37927_seq31,o2,1017.82795698925
cistrome_ets1_37927_seq310,o1,19341.1791907514
cistrome_ets1_37927_seq310,o1,16912.0
cistrome_ets1_37927_seq310,o1,17071.8158995816
cistrome_ets1_37927_seq310,o2,4837.18918918919
cistrome_ets1_37927_seq310,o2,5243.47394540943
cistrome_ets1_37927_seq310,o2,6744.38647342995
cistrome_ets1_37927_seq314,o1,1970.24
cistrome_ets1_37927_seq314,o1,3118.52747252747
cistrome_ets1_37927_seq314,o1,3070.3023255814
cistrome_ets1_37927_seq314,o2,176.16120906801
cistrome_ets1_37927_seq314,o2,154.823529411765
cistrome_ets1_37927_seq314,o2,199.178378378378
cistrome_ets1_37927_seq318,o1,1823.89528795812
cistrome_ets1_37927_seq318,o1,2626.03174603175
cistrome_ets1_37927_seq318,o1,2531.12195121951
cistrome_ets1_37927_seq318,o2,5795.47214076246
cistrome_ets1_37927_seq318,o2,5468.61395348837
cistrome_ets1_37927_seq318,o2,8186.31292517007
cistrome_ets1_37927_seq319,o1,388.687116564417
cistrome_ets1_37927_seq319,o1,530.823529411765
cistrome_ets1_37927_seq319,o1,397.340540540541
cistrome_ets1_37927_seq319,o2,240.075117370892
cistrome_ets1_37927_seq319,o2,234.534653465347
cistrome_ets1_37927_seq319,o2,232.359550561798
cistrome_ets1_37927_seq322,o1,2651.22727272727
cistrome_ets1_37927_seq322,o1,2266.80459770115
cistrome_ets1_37927_seq322,o1,3038.71895424837
cistrome_ets1_37927_seq322,o2,350.212389380531
cistrome_ets1_37927_seq322,o2,432.621176470588
cistrome_ets1_37927_seq322,o2,477.192612137203
cistrome_ets1_37927_seq324,o1,665.393258426966
cistrome_ets1_37927_seq324,o1,689.333333333333
cistrome_ets1_37927_seq324,o1,686.441025641026
cistrome_ets1_37927_seq324,o2,8693.12
cistrome_ets1_37927_seq324,o2,8730.74094707521
cistrome_ets1_37927_seq324,o2,7724.64583333333
cistrome_ets1_37927_seq33,o1,752.0
cistrome_ets1_37927_seq33,o1,720.34693877551
cistrome_ets1_37927_seq33,o1,883.760683760684
cistrome_ets1_37927_seq33,o2,1243.08179419525
cistrome_ets1_37927_seq33,o2,1448.10810810811
cistrome_ets1_37927_seq33,o2,855.119402985075
cistrome_ets1_37927_seq334,o1,3632.17866004963
cistrome_ets1_37927_seq334,o1,3232.35359116022
cistrome_ets1_37927_seq334,o1,2509.28870292887
cistrome_ets1_37927_seq334,o2,7158.20444444444
cistrome_ets1_37927_seq334,o2,6337.30909090909
cistrome_ets1_37927_seq334,o2,8154.3842364532
cistrome_ets1_37927_seq335,o1,13528.0
cistrome_ets1_37927_seq335,o1,10643.9520958084
cistrome_ets1_37927_seq335,o1,9668.25730994152
cistrome_ets1_37927_seq335,o2,4591.98245614035
cistrome_ets1_37927_seq335,o2,3509.0977443609
cistrome_ets1_37927_seq335,o2,4823.375
cistrome_ets1_37927_seq337,o1,117.056603773585
cistrome_ets1_37927_seq337,o1,148.372549019608
cistrome_ets1_37927_seq337,o1,148.73417721519
cistrome_ets1_37927_seq337,o2,152.432432432432
cistrome_ets1_37927_seq337,o2,216.024844720497
cistrome_ets1_37927_seq337,o2,157.148717948718
cistrome_ets1_37927_seq338,o1,4453.04142011834
cistrome_ets1_37927_seq338,o1,4148.88473520249
cistrome_ets1_37927_seq338,o1,7092.37305699482
cistrome_ets1_37927_seq338,o2,20804.2711864407
cistrome_ets1_37927_seq338,o2,12764.5995085995
cistrome_ets1_37927_seq338,o2,17979.7318435754
cistrome_ets1_37927_seq366,o1,7225.73913043478
cistrome_ets1_37927_seq366,o1,5998.67281105991
cistrome_ets1_37927_seq366,o1,7650.23463687151
cistrome_ets1_37927_seq366,o2,4722.64425770308
cistrome_ets1_37927_seq366,o2,10986.9068322981
cistrome_ets1_37927_seq366,o2,4490.35151515152
cistrome_ets1_37927_seq367,o1,4999.72571428571
cistrome_ets1_37927_seq367,o1,1933.87804878049
cistrome_ets1_37927_seq367,o1,4856.04532577904
cistrome_ets1_37927_seq367,o2,3704.775
cistrome_ets1_37927_seq367,o2,3335.1568627451
